NecropDateDt,NecropDate,DeadDateDt,DeadDate,Date1stHeardDt,Date1stHeard,AgeCarcass,BestDead,AnimalYear,Recorder,Herd,Animal_ID,Sex,Age,AgeEstMethod,GPS_CollarSerialNo_Date_FK,CollarSN,VHF_freq,Location,InvestReason,UTM_E,UTM_N,ElevDEM,CarcassCon,Cause_Mort,CausMortAcc,ConditionNotes,Evidence,Comments,CauseMortRevised,RevisionReason,PhotoTaken,Houndsmen,RumenIntact,TracksFound,ScatFound,DragMarks,Latrine,Femur,Tooth,Mandible,Skull,LionID,KillLocUsingGPSData,LionClusterID
02-Nov-17,20171102,18-Feb-08,20080218,,,,20080218,2007,J_Weissman,Wheeler Ridge,S14,Male,5,,,8935,159.390,Huarte 11/2/17 picked up,,352679,4140837,2209,Scavenged,Unknown,,"skeleton, no obvious signs of injury or bites",,"last heard 12/11/05, censored 1/8/2010--added by AF 12/06/2011. Animals seen btwn 12/11/05 and 1/18/08, so updated dead dt to 2/18/08, CM 7/13/17. Carcass retrieved in 11/2017, dead date unclear.",,,Y,n,,,,,,,,,,,,
01-Nov-17,20171101,01-Nov-17,20171101,,,,20171101,2017,C_Massing,Sawmill Canyon,S400,Female,,,,,,,,,,,,Censor,,censor,,Censor 10/2/19 CPM. Last heard 10/1/17,,,,,,,,,,,,,,,,
25-Oct-17,20171025,01-Sep-17,20170901,13-Sep-17,20170913,40,20170901,2017,L_Greene,Mt. Baxter,S432,Male,7,Frequency List,,83132160.780,160.780,"Baxter, location unknown. Picked up by LEA during capture",,,,,Consumed,Unknown,,skeleton had little hair and flesh remaining,,"Carcass removed by LEA helicopter crew during capture (mainly just skull, vertebrae, and VHF collar)",,,,,,,,,,N,N,N,N,,,
25-Oct-17,20171025,13-Feb-17,20170213,13-Feb-17,20170213,,20170213,2016,A_Sturgill,Big Arroyo,S286,Female,10,Frequency List,,76710159.910,159.910,S side of Kern Pt. Low near Kern-Kaweah junction,,370915,4049443,3078,Consumed,Unknown,,only VHF collar present,,"picked up by LEA. Only VHF collar present, GPS not retrieved.",snow,timing and location,N,N,,,,,,,,,,,,
10-Oct-17,20171010,05-Nov-16,20161105,05-Nov-16,20161105,,20161105,2016,A_Sturgill,Mt. Langley,S434,Unknown,0,Frequency List,,6424,159.660,Langley Plateau,,,,,,Unknown,,not investigated,,No mortality investigation. VHF in field but no longer beaconing. Died during large storm cycle.,,,,,,,,,,,,,,,,
10-Oct-17,20171010,09-Mar-17,20170309,09-Mar-17,20170309,,20170309,2016,A_Sturgill,Sawmill Canyon,S309,Male,11,Frequency List,,83132160.730,160.730,Castle Domes,,,,,,Unknown,,not investigated,,No mortality investigation. VHF in field. Died during cold storm cycle.,Snow,died during large storm cycle,,,,,,,,,,,,,,
10-Oct-17,20171010,26-Jan-17,20170126,26-Jan-17,20170126,,20170126,2016,A_Sturgill,Sawmill Canyon,S312,Male,6,Frequency List,,83132160.461,160.461,Castle Domes,,,,,,Unknown,,not investigated,,No mortality investigation. VHFand GPS in field. Died during large storm cycle.,Snow,died during large storm cycle,,,,,,,,,,,,,,
10-Oct-17,20171010,26-Jan-17,20170126,26-Jan-17,20170126,,20170126,2016,A_Sturgill,Sawmill Canyon,S321,Male,9,Frequency List,,83132160.672,160.672,Castle Domes,,,,,,Unknown,,not investigated,,No mortality investigation. VHF in field. Died during large storm cycle.,Snow,died during large storm cycle,,,,,,,,,,,,,,
08-Oct-17,20171008,08-Oct-17,20171008,,,,20171008,2017,C_Massing,Mt. Langley,S414,Male,,,,,,,,,,,,Censor,,,Censor,Censor--Animal not heard since 9/8/17. CPM 10/19/20,,,,,,,,,,,,,,,,
29-Sep-17,20170929,01-Mar-17,20170301,09-Mar-17,20170309,180,20170301,2016,L_Greene,Big Arroyo,S202,Male,8,Frequency List,,76710159.745,159.745,Above Big Arroyo trail btwn Chagoopa Plateau and Big Arroyo.,,368094,4038330,2686,Scavenged,Unknown not Predation,Probable,"Skull found below cliff band, VHF badly damanged on live signal",Timing and location indicate likely malnutrition or avalanche cause of death,bone marrow too old to consider. Not much evidence to investigate.,Snow,"Timing and location indicate likely malnutrition or avalanche cause of death, also VHF damage",Y,N,,,,,,N,N,N,N,,,
28-Sep-17,20170928,20-Jan-17,20170120,26-Jan-17,20170126,250,20170120,2016,L_Greene,Big Arroyo,S193,Male,10,Frequency List,,76710159.380,159.380,"N facing bowl on S side of Laurel Crk, >100m from crest",,368228,4026217,3287,Intact,Unknown not Predation,Certain,"Skeleton and skin generally intact, body cavity has been accessed with some ribs broken. Intestines and gut material spread within 10m of carcass",Carcass intact. No signs predation. Broken teeth. Unknown if trauma occurred before or after death. No obvious broken bones. Only sparse pellets found in area.,"location/timing indicates avalanche or malnutrition, died during large storm cycle. Bone marrow too old for analysis.",snow,"notes, location/timing indicates avalanche or malnutrition, died during large storm cycle. Bone marrow too old for analysis. Carcass intact. No signs predation. Broken teeth. Unknown if trauma occurred before or after death. Sparse pellets in photos",Y,N,,,,,,N,N,N,N,,,
27-Sep-17,20170927,05-Jan-17,20170105,05-Jan-17,20170105,260,20170105,2016,J_Leary,Laurel Creek,S451,Male,5,Frequency List,,92120159.369,159.369,N side near small creek above Coyote Crk,,370094,4023274,2762,Scavenged,Unknown not Predation,Certain,"broken teeth, bones scattered, with some ligaments and muscle left, face wound","Face wound, meat on bones, spread out bones and hair. Unknown if trauma occurred before or after death.","In drainage next to creek, could possibly be in avalanche path, timing indicates cause of death either malnutrition or avalanche, died in large storm cycle. Bone marrow too old to consider.",Snow,"in avalanche path, not predation",Y,N,,,,,,N,N,N,N,,,
14-Sep-17,20170914,22-Jan-17,20170122,,,240,20170122,2016,K_Knox,Laurel Creek,S452,Male,3,Frequency List,,92120159.351,159.351,Base of rock face upslope of Silver Lk,,362382,4027858,3308,Consumed,Unknown,,only skull remained w/horns,,Died during large storm cycle,snow,timing and location,Y,N,,,,,,,,,,,,
13-Sep-17,20170913,22-Feb-17,20170222,,,210,20170222,2016,K_Knox,Laurel Creek,S351,Male,5,Frequency List,,92120159.849,159.849,upslope of Little Kern River,,362395,4021899,2228,Consumed,Unknown,,no remains,,VHF washed downstream and not retrieved,Snow,location and timing,N,N,,,,,,,,,,,,
01-Sep-17,20170901,30-Nov-16,20161130,,,274,20161130,2016,J_Leary,Wheeler Ridge,S17,Female,16,Frequency List,,44860.159.833,159.833,"No side of Levergate Cyn ~1000ft above road, 200ft above creek",,353815,4144081,2048,Consumed,Unknown,,"Looks like it was dead for a long time, no flesh, no fur on bones. Fur on ground","Potentially could have died in avalanche during first storm cycle, which was Dec. 6, 2016","Marrow dried. Found at bottom of steep chute. Potential avalanche based on location. Unlikely to be lion, no teeth marks found, no caching, ribs not clipped, spinal column intact. Animals was found by hiker a few days earlier.",,,Y,N,,,,,,,,Y,,,,
30-Aug-17,20170830,01-Apr-17,20170401,10-Apr-17,20170410,130,20170401,2016,E_Otto,Mt. Warren,S328,Male,4,Frequency List,,76710160.425,160.425,on NW face fo Escelsior above Onion Lk at 11200ft in med-sized tallus with no bedsites nearby on approx. 35 deg slope,,297066,4212965,3416,Scavenged,Unknown not Predation,Unknown,"skull and spines, some ribs intact, but rest scavenged. Teeth","skull, spines, ribs intact atop tallus w/collar close by. No sign of predation, not steep enough for rock fall, could have been avalanche or malnutrition mostly likely, but not enough evidence to provide any degree of certainty","teeth extremely worn for a 4 yr old. Not enough evidence to provide certainty, but may have been malnutrition due to timing and location.",snow,"Timing and location, along with photos, indicate winter death. No signs predation, says avalanche or malnutrition likely",Y,N,,,,,,,Y,,,,,
24-Aug-17,20170824,17-Jan-17,20170117,,,200,20170117,2016,T_Calfee,Cathedral,S456,Male,3,Frequency List,,92120160.279,160.279,E of Hutchings Crk,,297669,4176437,3232,Consumed,Avalanche,Probable,found some bones and skull,found in avi path with broken tree limbs and bushes,Died during large storm cycle,,,Y,,,,,,,,,,,,,
24-Aug-17,20170824,04-Jan-17,20170104,,,210,20170104,2016,T_Calfee,Cathedral,S297,Male,4,Frequency List,,92120159.599,159.599,Headwater of the Lyell Fork of the Merced,,299467,4177618,3471,Consumed,starvation,Probable,Animal had been consumed except the skull,"Died in a sheltered spot on a lg pellet pile, suggesting he'd been there for a long time.",Died near S295,,,Y,,,,,,,,,,,,,
24-Aug-17,20170824,06-Jan-17,20170106,,,210,20170106,2016,T_Calfee,Cathedral,S295,Male,11,Frequency List,,83132160.694,160.694,Headwaters of the Lyell Fork of the Merced,,299475,4177608,3471,Consumed,starvation,Probable,The skull was all found,"He died in a sheltered cave with S297 found on a lg pellet pile, suggesting he had been there for a while",Died during large storm cycle in cave,,,,,,,,,,,,,,,,
23-Aug-17,20170823,15-Mar-17,20170315,,,150,20170315,2016,T_Calfee,Cathedral,S371,Female,4,Frequency List,,83132160.924,160.924,upstream from Washburn Lk,,292742,4175717,2440,Consumed,Unknown,,nothing found,,,Snow,timing and location,N,,,,,,,,,,,,,
15-Aug-17,20170815,01-Feb-17,20170201,01-Feb-17,20170201,210,20170201,2016,A_Sturgill,Olancha Peak,S259,Male,12,Frequency List,,76709159.489,159.489,N slopes off of Olancha Pk,,399112,4015730,3348,Consumed,Unknown,,VHF collar and one eartag found,,No samples to collect. Only collar and eartag.,,,,,,,,,,,,,,,,
11-Aug-17,20170811,11-Aug-17,20170811,,,,20170811,2017,C_Massing,Sawmill Canyon,S254,Female,,,,,,,,,,,,Censor,,censor,,Censor 10/2/19 CPM. Last seen 7/11/17,,,,,,,,,,,,,,,,
11-Aug-17,20170811,11-Aug-17,20170811,,,,20170811,2017,C_Massing,Sawmill Canyon,S128,Female,,,,,,,,,,,,Censor,,censor,,Censor 10/2/19 CPM. Last seen 7/11/17,,,,,,,,,,,,,,,,
01-Aug-17,20170801,28-Jun-17,20170628,30-Jun-17,20170630,34,20170628,2017,J_Leary,Mt. Baxter,S437,Female,1,Frequency List,,,159.405,"upper W ridge of Thibaut Cyn, NE of Mt. Baxter",,379341,4080970,3698,Intact,Rock Fall,Certain,"Carcass dessicated and scavenged by birds, eaten by maggots on underside","Large rock found between forelegs. One side of body crushed, no sign of predation, in cliffy area","Bone marrow completely dry. Collared as lamb with expandable GPS collar, fit seemed good. No hair loss underneath. No tooth collected because age known.",,,Y,N,,,,,,,,,,,,
19-Jul-17,20170719,28-Feb-17,20170228,28-Feb-17,20170228,155,20170228,2016,T_Calfee,Cathedral,S373,Female,5,Frequency List,,83132160.373,160.373,steep slouth face below Parsons Pk,,295103,4183939,3508,Consumed,Unknown,,nothing was found except collars,,nothing was found except collars,snow,timing and location,,,,,,,,,,,,,,
19-Jul-17,20170719,23-Feb-17,20170223,,,155,20170223,2016,T_Calfee,Cathedral,S372,Female,4,Frequency List,,76710160.386,160.386,"S facing slope, 200ft below the Parson Plateau",,295155,4183878,3466,Consumed,Unknown,,only collars found,,only collars found,snow,timing and location,,,,,,,,,,,,,,
19-Jul-17,20170719,01-Dec-16,20161201,20-Dec-16,20161220,210,20161201,2016,A_Sturgill,Mt. Gibbs,S218,Female,8,Frequency List,,76709159.320,159.320,~50m above trail. Just above lower Sardine Lk in Bloody Cyn,,305930,4192697,3164,Scavenged,Avalanche,Probable,"Condition unknown, under snow. Coyote had burrowed in to reach carcass","in avalanche path, under first snow of the year",will return for further investigation and collar when snow melts.,,,Y,N,,,,,,,,,,,,
19-Jul-17,20170719,02-Feb-17,20170201,01-Feb-17,20170201,155,20170201,2016,T_Calfee,Cathedral,S344,Female,12,Frequency List,,83132160.914,160.914,"on south facing slope, 200ft below Parson Plateau",,295103,4183939,3508,Consumed,starvation,Probable,"very little was found, just a few bone fragments","Remains found on huge pellet pile, indicating she had been on bed for a while",,,,N,,,,,,,,,,,,,
19-Jul-17,20170719,15-Feb-17,20170215,,,155,20170215,2016,T_Calfee,Cathedral,S368,Female,4,Frequency List,,76709159.854,159.854,"south facing slope, 700ft below Parsons Plateau",,295716,4183596,3395,Consumed,Unknown,,only collars found,,only collars found,snow,timing and location,,,,,,,,,,,,,,
17-Jul-17,20170717,15-Apr-17,20170415,,,90,20170415,2016,L_Greene,Mt. Gibbs,S219,Female,10,Frequency List,,79626159.031,159.031,"Just below blacktop plateau, tucked in rocks in a gully toward Lost Lks",,306510,4184483,3738,Intact,starvation,Probable,"carcass has completely dessicated, hide was like cardboard, no signs of injury",Pellet piles indicated animal had spent considerable time at the site. Given the big winter it seems like she was stranded by snow. No evidence of injury on intact carcass.,Marrow dessicated. Last heard alive on flight 4/10/17. Exact dead date unknown.,,,Y,N,,,,,,N,Y,,,,,
17-Jul-17,20170717,11-Jan-17,20170111,,,180,20170111,2016,L_Siemion,Cathedral,S453,Male,6,Frequency List,,92120159.904,159.904,on SW slope of Donohue Pk near bottom of slope,,303623,4182569,3224,Scavenged,Unknown not Predation,Unknown,"bones scattered, hair pile, skull and spine intact, one leg present","There was some avalanche debris around, but hard to tell if this was related to cause of death","Marrow was dessicated, remains were scattered.",snow,"Photos-was scavenged by lion, but timing and location indicate winter death",Y,N,,,,,,N,Y,N,N,,,
13-Jul-17,20170713,11-Jan-17,20170111,11-Jan-17,20170111,167,20170111,2016,A_Sturgill,Sawmill Canyon,S360,Male,10,Frequency List,,83132160.679,160.679,"in steep, brushy drainage of avalanche debris above Castle Rock Mdws",,369099,4081975,2546,Scavenged,Avalanche,Probable,"found skull and GPS collar in some area, VHF 20m above. No other bones found","in obvious avalache debris pile, died during the lgst storm of the winter",,,,Y,N,,,,,,,,,,,,
10-Jul-17,20170710,20-Jan-17,20170120,,,185,20170120,2016,T_Calfee,Sawmill Canyon,S205,Female,10,,,92120159.624,159.624,the slope to the E of the White Fork,,374292,4085158,3237,Consumed,Avalanche,Probable,No part of this ewe was found,Collar was found in avi debris,Only collar was found,,,N,,,,,,,,,,,,,
10-Jul-17,20170710,01-Mar-17,20170301,09-Mar-17,20170309,130,20170301,2016,T_Calfee,Sawmill Canyon,S325,Male,3,Frequency List,,83132160.243,160.243,High on the ridge that is E of White Fork,,373792,4085646,3575,Scavenged,starvation,Probable,Mostly intact and dessicated,"died on a bed with huge piles of pellets.Clearly in the same spot for a long time, during a spell of bad weather.",Femur too dry to judge marrow,,,Y,,,,,,,,Y,,,,,
09-Jul-17,20170709,11-Jan-17,20170111,,,185,20170111,2016,T_Calfee,Taboose Creek,S338,Male,10,Frequency List,,83132160.504,160.504,in a small lake below Widow Pk Lk,,371293,4083669,3157,Intact,Avalanche,Certain,fully intact and submerged in 20ft of water,This ram was part of a group that were swept down slope and eposited in small lake (apparently),Could not retrieve collars due to water depth,,,Y,N,,,,,,,,,,,,
09-Jul-17,20170709,11-Jan-17,20170111,,,185,20170111,2016,T_Calfee,Sawmill Canyon,S310,Male,9,Frequency List,,83132160.175,160.175,in a small lake below Widow Pk Lk,,371293,4083669,3157,Intact,Avalanche,Certain,fully intact and submerged in 15ft of water,In a group of sheep that were swept down a slope and deposited in lake (apparently),Collars not retrieved due to water depth.,,,Y,N,,,,,,,,,,,,
07-Jul-17,20170707,01-Apr-17,20170401,10-Apr-17,20170410,97,20170401,2016,A_Sturgill,Mt. Gibbs,S161,Male,10,Frequency List,,76709159.829o,159.829,"in gentle, meadowy area on W slope of Lewis",,306193,4190796,3508,Scavenged,Unknown not Predation,Probable,"spine and head intact, no other bones found","Jaw not clipped, head and spine fully intact, some coyote scat nearby. In benign mdw, so likely not avalanche or rockfall. Seems like malnutrition or some sort of physical injury are most likely.","No samples collected, he was missing front teeth, which may have been ground all the way down, didn't look like they were removed by scavengers. Eartags found ~70m uphill from carcass.",snow,"notes say, Jaw not clipped, head and spine fully intact, some coyote scat nearby. In benign mdw, so likely not avalanche or rockfall. Seems like malnutrition or some sort of physical injury are most likely. Photos, just bones in a meadow.",Y,N,,,Y,,,N,N,N,N,,,
05-Jul-17,20170705,20-Apr-17,20170420,,,10,20170420,2016,C_Massing,Sawmill Canyon,S356,Male,4,Frequency List,,76710159.740,159.740,Skiers found eartags So side Birch between Birch and Tinemaha. Collar found in Birch Crk area.,,374630,4102620,3729,,Unknown,,"no body found, eartags only",,"Eartags found by skiers, collar found later (7/5/17) in Birch Crk area, not retrieved. Animal died in Taboose most likely.",snow,timing and location,N,N,,,,,,,,,,,,
30-Jun-17,20170630,10-May-17,20170510,08-Jun-17,20170608,30,20170510,2017,A_Sturgill,Laurel Creek,S377,Female,4,Frequency List,,83132160.241,160.241,"E side of Kern River. N of Golden Trout Crk, 6550ft.",,373977,4025057,2010,Consumed,Unknown,,only collars present,Avalanche debris on slope but no remains to investigate,No samples to collect. May have been dead longer but collar was heard on live until 6/8/17.,Snow,avalanche debris,N,N,,,,,,,,,,,,
30-Jun-17,20170630,25-Jan-17,20170125,25-Jan-17,20170125,145,20170125,2016,A_Sturgill,Laurel Creek,S376,Female,7,Frequency List,,83132160.266,160.266,"E side of Kern River. Across from Laurel Crk drainage, 6500ft.",,373656,4027778,1990,Scavenged,Avalanche,Probable,Skull and long bones present,Avalanche debris present. Died during lg storm cycle,No marrow present,,,Y,N,,,,,,,,,,,,
30-Jun-17,20170630,09-Feb-17,20170209,09-Feb-17,20170209,140,20170209,2016,A_Sturgill,Laurel Creek,S378,Female,8,Frequency List,,79626160.516,160.516,E side of Kern River. N of Golden Trout Crk at 6700ft.,,374032,4025326,2102,Scavenged,Avalanche,Probable,skull and hair pile present,on steep slope covered in avalanche debris. Broken jaw and teeth.,No marrow in long bones,,,Y,N,,,,,,,Y,,,,,
28-Jun-17,20170628,20-Feb-17,20170220,09-Mar-17,20170309,120,20170220,2016,T_Calfee,Laurel Creek,S204,Male,7,Frequency List,,79626160.533,160.533,S slope of Mt. Kaweah (in Big Arroyo herd),,366895,4041947,3515,Consumed,Unknown,,no part of this ram was found,died in Big Arroyo.,only collars found,snow,timing and location,N,N,,,,,,,,,,,,
28-Jun-17,20170628,13-Feb-17,20170213,13-Feb-17,20170213,130,20170213,2016,A_Sturgill,Big Arroyo,S200,Male,12,Frequency List,,76710160.013,160.013,N bank of Big Arroyo at 7600ft,,370934,4034101,2347,Consumed,starvation,Probable,"only skull present, lower jaw missing",Not in avalanche path. Died during lg storm season. No broken bones. No forage seen during survival flight.,no samples to collect. GPS collar not retrieved.,,,Y,N,,,,,,,,,,,,
28-Jun-17,20170628,20-Feb-17,20170220,09-Mar-17,20170309,120,20170220,2016,T_Calfee,Big Arroyo,S284,Female,10,Frequency List,,76710160.054,160.054,So slope of Mt. Kaweah,,366878,4042074,3538,Consumed,Unknown,,"skull, spine, and pelvis intact",,,snow,timing and location,Y,N,,,,,,,,,,,,
28-Jun-17,20170628,13-Feb-17,20170213,13-Feb-17,20170213,130,20170213,2016,A_Sturgill,Big Arroyo,S290,Female,8,Frequency List,,76710159.870,159.870,"in lg bowl off Chagoopa Plateau. W of Big Arroyo, Kern junction",,372346,4034108,2321,Scavenged,starvation,Probable,skull and lung bones present. Small tooth holes in lower jaw.,not in avalanche path. Died during lg storm season. No open forage seen in survival flight,"No marrow present. Found a bed site right above remains. Lots of pellets and hair mixed with duff. Found with pellets as if bedded, so malnutrition likely. Photos-looks like it was scavenged on by lion. Bones broken by people so photos are misleading. Too much snow for lion to kill in Feb 2017.",,,Y,N,,,,,,,Y,,,,,
27-Jun-17,20170627,26-Jan-17,20170126,26-Jan-17,20170126,150,20170126,2016,A_Sturgill,Big Arroyo,S283,Female,9,Frequency List,,76710159.420,159.420,"Chagoopa Plateau below Mt. Kaweah in talus field, 10750ft",,366522,4041548,3317,Scavenged,starvation,Probable,skeleton intact. Meat consumed,not in avalanche chute. Died in lg storm cycle. No open forage in Jan seen from survival flight,No marrow present in bones,,,Y,N,,,,,,N,Y,N,N,,,
21-Jun-17,20170621,01-Mar-17,20170301,09-Mar-17,20170309,110,20170301,2016,A_Sturgill,Sawmill Canyon,S308,Female,8,Frequency List,,76710159.996,159.996,N Fork Sawmill Crk,,379820,4084298,3041,Consumed,Unknown,,"skull and legs present, consumed by bear",,,snow,timing and location,N,N,,,,,,,,,,,,
16-Jun-17,20170616,20-Jan-17,20170120,20-Jan-17,20170120,140,20170120,2016,A_Sturgill,Convict Creek,S336,Female,7,Frequency List,,83132160.859,160.859,west slopes of Esha Pk,,340538,4154137,3535,Scavenged,starvation,Probable,"skull, legs, and hair present",died during large storm cycle,no marrow in bones,,,Y,N,,,,,,,Y,,,,,
16-Jun-17,20170616,22-Feb-17,20170222,22-Feb-17,20170222,110,20170222,2016,T_Calfee,Convict Creek,S422,Female,9,Frequency List,,,160.695,Esha Cyn upper bowl,,341105,4155067,3219,Scavenged,Avalanche,Certain,"skull, spine, ribs intact but meat consumed",died during storm cycle. Found at bottom of Esha bowl.,,,,Y,N,,,,,,Y,Y,,,,,
16-Jun-17,20170616,06-Jan-17,20170106,16-Jun-16,20160616,120,20170106,2016,A_Sturgill,Convict Creek,S403,Female,2,Frequency List,,,159.864,"Esha Cyn, 9900ft",,341445,4155744,3009,Scavenged,Avalanche,Certain,"skull, legs, hair pile present",found in bottom of Esha Cyn,reported by skier 2nd week of June.,,,Y,N,,,,,,Y,,,,,,
16-Jun-17,20170616,23-Jan-17,20170123,13-Feb-17,20170213,140,20170123,2016,A_Sturgill,Convict Creek,S397,Female,3,Frequency List,,79626160.729,160.729,"Esha Cyn, ~10500ft. Rocky area with krumholtz white bark.",,341156,4155075,3224,Consumed,starvation,Probable,only legs and fur present,died during large storm cycle,No marrow in femur,,,Y,N,,,,,,,,,,,,
16-Jun-17,20170616,06-Jan-17,20170106,06-Jan-17,20170106,170,20170106,2016,A_Sturgill,Convict Creek,S335,Male,3,,,76709159.645,159.645,McGee Crk in upper beaver ond. Collar found under water,,339266,4153943,2777,Consumed,Avalanche,Certain,hair in small pile on water's edge,died during large storm. Found in bottom of McGee Crk Cyn,,,,N,N,,,,,,,,,,,,
08-Jun-17,20170608,20-Jan-17,20170120,26-Jan-17,20170126,180,20170120,2016,L_Greene,Laurel Creek,S381,Female,8,Frequency List,,79626160.505,160.505,VHF collar at edge of Coyote Crk,,373096,4023085,2043,,Unknown,,Only found VHF collar,,found in debris on N side of Coyote Crk,Snow,"location and timing, avalanche debris",Y,,,,,,,,,,,,,
07-Jun-17,20170607,17-Mar-17,20170317,17-Mar-17,20170317,75,20170317,2016,L_Greene,Laurel Creek,S379,Female,9,Frequency List,,79522160.004,160.004,"in boulder field, at edge of old avalanche path caught up in tree debris",,373274,4025616,2047,Scavenged,Unknown not Predation,Probable,"long bones intact. Ribs gnawed but mostly intact, all soft tissue gone.","no marks on jaw, scavenged but not clearly consumed",No marrow remaining in long bones.,Snow,"location and timing, not predation",Y,N,,,,,,,,,,,,
01-Jun-17,20170601,08-Jan-17,20170108,,,144,20170108,2016,J_Weissman,Taboose Creek,M143,Male,,,,,,SE facing gully near S411,,377714,4095242,2707,Intact,Avalanche,Certain,,"in avy runout, buried under snow",in avalanche chute with S411,,,Y,N,,,,,,Y,,,,,,
01-Jun-17,20170601,08-Jan-17,20170108,,,143,20170108,2016,L_Siemion,Taboose Creek,M144,Female,2,Horn Rings,,,,at edge of avi chute/debris. About 100m below where S411 and M143 were uncovered from avi debris,,377776,4095257,2699,Scavenged,Avalanche,Probable,"fully scavenged, skeleton mostly intact. Rumen ~20m away",Found next to avi chute ~100m from other sheep that were dug up from avi debris.,Coyote scat. Femur investigated on site.,,,Y,N,,,,,,N,N,N,N,,,
01-Jun-17,20170601,08-Jan-17,20170108,08-Jan-17,20170108,144,20170108,2016,J_Weissman,Taboose Creek,S411,Female,5,Frequency List,,83132160.183,160.183,SE facing snow gully,,377714,4095242,2707,Intact,Avalanche,Certain,buried in snow in avalanche chute,buried in snow in avy runout with ram M143,buried in snow in avy runout with ram M143,,,Y,N,,,,,,Y,Y,,,,,
25-May-17,20170525,24-May-17,20170524,24-May-17,20170524,1,20170524,2017,J_Weissman,Wheeler Ridge,S240,Female,5,Frequency List,,88075160.464,160.464,"Lamb canyon creek, in water, in a narrow spot in the canyon below cliffs.",,350949,4137860,2301,Intact,Physical Injury,Certain,"Submerged in creek, large open wound on her left (down) side. Many broken bones.","In creek below cliff with rockfall. Broken: ribs, pelvis, both tib/fibs, lumbar spine, shattered pelvis, broken left front leg, punctured lung.",She seems to have fallen down the cliffs on the NE side of Lamb Canyon. She appears to have been recently pregnant. She had milk in udders. Photos of uterus taken. We think she had given birth recently.,,,Y,N,N,N,N,N,,Y,N,Y,N,,,
23-May-17,20170523,21-Jan-17,20170121,21-Jan-17,20170121,120,20170121,2016,A_Sturgill,Mt. Langley,S443,Male,0,Frequency List,,,159.375,11300ft on N facing slopes above Diaz Crk,,393252,4042150,3468,Consumed,Unknown not Predation,Certain,"some hair and rumen present, nothing else",died during big storm,died during big storm,snow,timing and location,N,N,,,,,,,,,,,,
23-May-17,20170523,06-Jan-17,20170106,06-Jan-17,20170106,140,20170106,2016,A_Sturgill,Mt. Langley,S444,Female,0,Frequency List,,,160.330,"bottom of Diaz Crk, 10,400ft",,392970,4042724,3149,Consumed,Unknown not Predation,Certain,only collar and eartag found,died during big storm,died during big storm,snow,timing and location,N,N,,,,,,,,,,,,
20-May-17,20170520,25-Jan-17,20170125,25-Jan-17,20170125,120,20170125,2016,T_Stephenson,Convict Creek,S435,Male,0,Frequency List,,6425,159.815,Esha Cyn on wind-scoured ridge line just above 2nd lake,,341136,4155257,3219,Consumed,Unknown,,,,"Dead date unknown, estimated. Found near M142, assume they died at a similar time, but unknown.",snow,timing and location,Y,N,,,,,,,,,,,,
20-May-17,20170520,25-Jan-17,20170125,,,,20170125,2016,T_Stephenson,Convict Creek,M142,Female,2,Teeth,,,,"Esha Cyn, on wind-scoured ridge, line just above 2nd lake",Opportunistic,341139,4155256,3219,Consumed,Unknown,,,,"found ~30m from S435. No cause given, unknown",snow,conditions and timing,,,,,,,,,,,,,,
19-May-17,20170519,10-May-17,20170510,10-May-17,20170510,10,20170510,2017,L_Siemion,Mt. Langley,S340,Female,6,Frequency List,,83132160.307,160.307,"S of cottonwood Lk #6, on W facing slopes of Wooley back, s side, 11700ft.",,390744,4041211,3570,Scavenged,Unknown,,"scavenged by coyotes, found skull, pelvis and long bones, scattered over lg area",no signs of lion kill,,Snow,timing and location,,N,,,,,,Y,Y,N,N,,,
18-May-17,20170518,08-May-17,20170508,14-May-17,20170514,10,20170508,2017,A_Sturgill,Sawmill Canyon,S319,Female,6,Frequency List,,83132160.525,160.525,"Spook Cyn, N side, ~8200ft, sandy granite cliffs under tree",,380559,4088024,2513,Consumed,Lion,Certain,"skull, lower legs and small portion of spine left","cached, plucked, notches in lower jaw. Rumen pile missing. Long bones and spine consumed","Could not find rumen, may have been a 2nd feeding site. It had stormed since kill so some evidence may have been lost.",,,Y,N,,,,,,N,Y,N,N,,,
18-May-17,20170518,20-Nov-16,20161120,,,180,20161120,2016,S_Forshee,Sawmill Canyon,S251,Female,7,Frequency List,,71187159236,159.236,S. side of Divison creek below tallus field near bend in Division,,381781,4087253,2087,Consumed,Unknown,,collar eartag and hair remaining,,collar and eartag found in hair pile. Had been thoroughly washed/snowed on.,,,Y,N,,,,,,N,N,N,N,,,
14-May-17,20170514,14-May-17,20170514,,,,20170514,2017,C_Massing,Mt. Baxter,S108,Female,,,,,,,,,,,,Censor,,censor,,Censor 5/20/19 CPM. Last seen 4/14/17,,,,,,,,,,,,,,,,
12-May-17,20170512,24-Jan-17,20170124,24-Jan-17,20170124,108,20170124,2016,E_Otto,Convict Creek,S401,Male,4,Frequency List,,79626159.060,159.060,"~1000ft up an avi chute on the ENE facing side of Nevahbe, just above the Hilton Lks TH.",,342944,4156607,2680,Scavenged,Avalanche,Certain,"skull and part of spine intact but all flesh consumed, some ribs present, no other bones found","died in an avi chute on a day w/extreme avi conditions, recovered in avi debris",Location is from recovery after moving gradually down the chute for 3+ months. Initial location @ mort notification 342673/4156490,,,Y,N,,,,,,,,,,,,
